date,day_of_year,day,month,temperature
2023-01-01,1,1,1,15.944333337592427
2023-01-02,2,2,1,12.628771817885474
2023-01-03,3,3,1,14.400687354056068
2023-01-04,4,4,1,14.113277471696486
2023-01-05,5,5,1,18.47386802558934
2023-01-06,6,6,1,14.841987027530168
2023-01-07,7,7,1,17.756646202455375
2023-01-08,8,8,1,22.473385463848608
2023-01-09,9,9,1,20.41167284019577
2023-01-10,10,10,1,31.098810099985776
2023-01-11,11,11,1,15.942953419466493
2023-01-12,12,12,1,18.52700397735793
2023-01-13,13,13,1,12.333227009000758
2023-01-14,14,14,1,14.93047117503006
2023-01-15,15,15,1,19.172265495533097
2023-01-16,16,16,1,17.496641386904596
2023-01-17,17,17,1,23.850233191007117
2023-01-18,18,18,1,16.363884281609728
2023-01-19,19,19,1,15.252179658278472
2023-01-20,20,20,1,15.896376229960525
2023-01-21,21,21,1,18.778882833355098
2023-01-22,22,22,1,18.42475637040938
2023-01-23,23,23,1,25.767713008931885
2023-01-24,24,24,1,18.047532736483163
2023-01-25,25,25,1,19.575269716216884
2023-01-26,26,26,1,22.23030137108967
2023-01-27,27,27,1,19.418351733375307
2023-01-28,28,28,1,21.57232366178397
2023-01-29,29,29,1,21.25205830900842
2023-01-30,30,30,1,22.739370569541663
2023-01-31,31,31,1,16.163074927331312
2023-02-01,32,1,2,22.96770431456021
2023-02-02,33,2,2,20.285200781459967
2023-02-03,34,3,2,21.415888887678182
2023-02-04,35,4,2,19.847043156370983
2023-02-05,36,5,2,26.135148923913988
2023-02-06,37,6,2,15.166059476330066
2023-02-07,38,7,2,25.652719660069785
2023-02-08,39,8,2,19.563446120802098
2023-02-09,40,9,2,26.33127841268965
2023-02-10,41,10,2,25.549943500110217
2023-02-11,42,11,2,25.071311732770877
2023-02-12,43,12,2,24.64882613537856
2023-02-13,44,13,2,29.099405796867245
2023-02-14,45,14,2,20.649716260116186
2023-02-15,46,15,2,20.822757610232497
2023-02-16,47,16,2,20.728757944407526
2023-02-17,48,17,2,25.599616789710474
2023-02-18,49,18,2,19.05223684421299
2023-02-19,50,19,2,26.106558686417905
2023-02-20,51,20,2,22.32882772053936
2023-02-21,52,21,2,20.109819314641836
2023-02-22,53,22,2,20.19665387489868
2023-02-23,54,23,2,21.15328959268853
2023-02-24,55,24,2,19.19726284449245
2023-02-25,56,25,2,25.307151830044813
2023-02-26,57,26,2,26.427078856987286
2023-02-27,58,27,2,26.852204368165076
2023-02-28,59,28,2,22.198718767894324
2023-03-01,60,1,3,25.101432621384635
2023-03-02,61,2,3,24.290180602102627
2023-03-03,62,3,3,26.443512774370003
2023-03-04,63,4,3,25.79526157666557
2023-03-05,64,5,3,24.820652062068618
2023-03-06,65,6,3,19.0612799985021
2023-03-07,66,7,3,24.22039799626986
2023-03-08,67,8,3,25.1339093222657
2023-03-09,68,9,3,7.595698948416292
2023-03-10,69,10,3,24.147890137975022
2023-03-11,70,11,3,21.13069683819691
2023-03-12,71,12,3,24.135244238111188
2023-03-13,72,13,3,26.68357010075282
2023-03-14,73,14,3,31.497743876563426
2023-03-15,74,15,3,22.254220501518223
2023-03-16,75,16,3,25.279375627914053
2023-03-17,76,17,3,22.522992226432926
2023-03-18,77,18,3,25.182940651615297
2023-03-19,78,19,3,24.83980830832462
2023-03-20,79,20,3,12.964098946367173
2023-03-21,80,21,3,28.525423437887312
2023-03-22,81,22,3,26.133192640615224
2023-03-23,82,23,3,25.340018363626857
2023-03-24,83,24,3,29.27873024872347
2023-03-25,84,25,3,26.29159704676886
2023-03-26,85,26,3,30.331503921839975
2023-03-27,86,27,3,20.907093902587437
2023-03-28,87,28,3,31.17916243406885
2023-03-29,88,29,3,24.001171108894077
2023-03-30,89,30,3,22.613302233820562
2023-03-31,90,31,3,25.753425035784772
2023-04-01,91,1,4,22.40880013811713
2023-04-02,92,2,4,27.615985071560036
2023-04-03,93,3,4,24.527531240252294
2023-04-04,94,4,4,26.780862470347916
2023-04-05,95,5,4,22.98715547613906
2023-04-06,96,6,4,25.249280242233898
2023-04-07,97,7,4,26.201848414647564
2023-04-08,98,8,4,25.337415446032704
2023-04-09,99,9,4,30.66594711505338
2023-04-10,100,10,4,27.63420838414775
2023-04-11,101,11,4,26.470507675683432
2023-04-12,102,12,4,20.269703418604102
2023-04-13,103,13,4,26.95070528496629
2023-04-14,104,14,4,29.498526451838693
2023-04-15,105,15,4,23.691266555685523
2023-04-16,106,16,4,25.1343137536054
2023-04-17,107,17,4,33.77525871446505
2023-04-18,108,18,4,21.920299499637753
2023-04-19,109,19,4,19.364691551764494
2023-04-20,110,20,4,25.885980738999592
2023-04-21,111,21,4,25.076910951690216
2023-04-22,112,22,4,25.16136395362218
2023-04-23,113,23,4,24.116376893452202
2023-04-24,114,24,4,28.43031617072663
2023-04-25,115,25,4,4.854925338127774
2023-04-26,116,26,4,25.03367268604383
2023-04-27,117,27,4,26.98272557150147
2023-04-28,118,28,4,24.59021522095528
2023-04-29,119,29,4,24.788188022971873
2023-04-30,120,30,4,22.51488315298843
2023-05-01,121,1,5,23.912154803806164
2023-05-02,122,2,5,26.996473703027714
2023-05-03,123,3,5,18.704835143462287
2023-05-04,124,4,5,24.20840342643721
2023-05-05,125,5,5,22.846609409969787
2023-05-06,126,6,5,24.302622494095697
2023-05-07,127,7,5,29.744924204537387
2023-05-08,128,8,5,22.994911585447284
